,product_id,product_name,description,price,consumer_description
41,37495,Nintendo DS Lite Cobalt/Black Portable Gaming System - NDSUSGBMKB,Nintendo DS Lite Cobalt/Black Portable Gaming System - NDSUSGBMKB/ Dual 3' TFT Color LCD Touchscreens/ Slimmer Design/ Dual Slot Compatibility (DS Lite/Game Boy Advance Game Paks)/ Twin Ultra Bright LCD Screens/ Up To 19 Hours Continuous Gameplay/ Nintendo Wi-Fi Connection/ Impressive 3D Graphics/ Dual Stereo Speakers/ Cobalt and Black Finish,$139.00,"The Nintendo DS Lite Cobalt/Black Portable Gaming System is a handheld gaming device that allows users to enjoy a wide range of games on the go. With its compact size and sleek design, it is perfect for gamers of all ages. It features two screens, including a touch screen, and comes with built-in speakers for an immersive audio experience. The device also includes a stylus for easy navigation and gameplay. Additionally, the Nintendo DS Lite offers wireless connectivity, allowing users to play with friends and access online content. Whether you enjoy action, puzzle, or adventure games, this gaming system offers endless entertainment possibilities."
42,37496,Nintendo DS Lite Onyx Black Portable Gaming System - NDSUSGSKB,Nintendo DS Lite Onyx Black Portable Gaming System - NDSUSGSKB/ Dual 3' TFT Color LCD Touchscreens/ Slimmer Design/ Dual Slot Compatibility (DS Lite/Game Boy Advance Game Paks)/ Twin Ultra Bright LCD Screens/ Up To 19 Hours Continuous Gameplay/ Nintendo Wi-Fi Connection/ Impressive 3D Graphics/ Dual Stereo Speakers/ Onyx Black Finish,$139.00,"The Nintendo DS Lite Onyx Black Portable Gaming System is a sleek and compact handheld gaming device that allows users to enjoy a wide variety of games on the go. With its vibrant and crisp display, players can immerse themselves in a world of gaming adventure. The system offers a built-in microphone and touch screen functionality, adding a unique and interactive element to gameplay. Whether you're a casual gamer or a dedicated enthusiast, this portable gaming system provides endless hours of entertainment and fun."
43,37497,Nintendo DS Lite Metallic Silver Portable Gaming System - NDSUSGSVB,Nintendo DS Lite Metallic Silver Portable Gaming System - NDSUSGSVB/ Dual 3' TFT Color LCD Touchscreens/ Slimmer Design/ Dual Slot Compatibility (DS Lite/Game Boy Advance Game Paks)/ Twin Ultra Bright LCD Screens/ Up To 19 Hours Continuous Gameplay/ Nintendo Wi-Fi Connection/ Impressive 3D Graphics/ Dual Stereo Speakers/ Metallic Silver Finish,$139.00,"The Nintendo DS Lite Metallic Silver Portable Gaming System is a sleek and compact handheld device designed for immersive gaming experiences on the go. Its metallic silver color adds a touch of elegance to its design. With its dual screens, users can enjoy vibrant and highly detailed graphics while having a seamless gaming experience. The system also features a built-in microphone, Wi-Fi capabilities, and a touch screen for intuitive gameplay. Whether playing classic Nintendo titles or exploring new adventures, this portable gaming system offers endless hours of entertainment for all gaming enthusiasts."
44,37499,Nintendo DS Lite Metallic Rose Portable Gaming System - NDSUSGSZPB,Nintendo DS Lite Metallic Rose Portable Gaming System - NDSUSGSZPB/ Dual 3' TFT Color LCD Touchscreens/ Slimmer Design/ Dual Slot Compatibility (DS Lite/Game Boy Advance Game Paks)/ Twin Ultra Bright LCD Screens/ Up To 19 Hours Continuous Gameplay/ Nintendo Wi-Fi Connection/ Impressive 3D Graphics/ Dual Stereo Speakers/ Metallic Rose Finish,$139.00,"The Nintendo DS Lite Metallic Rose Portable Gaming System is a sleek and stylish handheld gaming device that offers endless hours of entertainment for gamers of all ages. With its metallic rose color, it adds a touch of elegance and fashion to your gaming experience. It features dual screens - one touch screen and one upper screen - that provide an immersive and interactive gaming experience. The portable design allows you to take your gaming on the go, whether you're on a road trip or waiting for a friend. With a wide range of games available, from adventure and puzzle games to classic favorites, there's something for everyone. Plus, the Nintendo DS Lite also offers wireless connectivity, allowing you to connect and play with friends or compete against players from around the world. It's the perfect gaming system for those who want endless fun and convenience in the palm of their hands."
45,37531,Case Logic Vertical Universal Leather BlackBerry Case - CLP104BB,Case Logic Vertical Universal Leather BlackBerry Case - CLP104BB/ 360 Degree Swivel Belt Clip/ Magnetic Closure/ Soft Internal Lining/ Expandable Elastic Sides/ Compatible With Most BlackBerrys/ Leather Fabric/ Black Finish,$15.00,"The Case Logic Vertical Universal Leather BlackBerry Case (CLP104BB) is a sleek and stylish protective case designed especially for BlackBerry smartphones. Made from high-quality leather, this case offers durability and a premium look. With its vertical design, it securely holds your BlackBerry device, protecting it against scratches, bumps, and everyday wear and tear. The universal compatibility ensures that it fits various BlackBerry models, providing reliable protection for your device. This case also features a belt clip for convenient and secure attachment to your belt or bag. Overall, the Case Logic Vertical Universal Leather BlackBerry Case combines style, functionality, and superior protection, making it an ideal choice for BlackBerry users."
46,37539,Sony Blu-Ray Disc Player - BDPS550,Sony Blu-Ray Disc Player - BDPS550/ Decode Dolby TrueHD And dts HD Internally/ Full HD 1080 Video Output/ 24p True Cinema/ DVD Upscaling To 1080p Via HDMI/ BRAVIA Theatre Sync (HDMI-CEC)/ BD/DVD/CD Playback And AVCHD With x.v. Color Output/ Dolby Digital Plus Decoding/ Backlit Remote/ Glass Front Finish,,"The Sony Blu-Ray Disc Player - BDPS550 is a high-quality home entertainment device that allows you to enjoy an immersive movie-watching experience. With its advanced Blu-Ray technology, you can watch your favorite films in stunning full HD resolution, delivering incredibly sharp and vibrant visuals. This player also supports various disc formats, including DVDs, CDs, and even rewritable discs. Additionally, it offers seamless connectivity options, allowing you to connect to your home network and stream content from popular streaming services like Netflix and Hulu. With its sleek design and user-friendly interface, the Sony Blu-Ray Disc Player - BDPS550 is the perfect addition to any home theater setup, bringing the cinematic experience right into your living room."
47,37558,Nintendo DS Lite Crimson/Black Portable Gaming System - NDSUSGSRMKB,Nintendo DS Lite Crimson/Black Portable Gaming System - NDSUSGSRMKB/ Dual 3' TFT Color LCD Touchscreens/ Slimmer Design/ Dual Slot Compatibility (DS Lite/Game Boy Advance Game Paks)/ Twin Ultra Bright LCD Screens/ Up To 19 Hours Continuous Gameplay/ Nintendo Wi-Fi Connection/ Impressive 3D Graphics/ Dual Stereo Speakers/ Crimson/Black Finish,$139.00,"The Nintendo DS Lite Crimson/Black Portable Gaming System is a compact and lightweight handheld gaming device that offers a wide range of entertainment options for gamers of all ages. With its sleek design and vibrant crimson and black color scheme, it stands out as a stylish and trendy gadget. The device features dual screens, allowing players to enjoy immersive and interactive gaming experiences. It also includes a built-in microphone and a stylus for precise control and input. Compatible with a vast library of games, it offers endless hours of fun and entertainment on the go."
48,37589,BlueAnt Bluetooth Voice Control Headset - V1,BlueAnt Bluetooth Voice Control Headset - V1/ Voice Control User Interface/ Voice Isolation Technology/ Dual Microphones/ Pairs With Up To 8 Bluetooth Devices/ Up To 5 Hours Talk-Time/ 3 Charging Options,$119.00,"The BlueAnt Bluetooth Voice Control Headset - V1 is a consumer-friendly product that offers hands-free calling and audio listening capabilities. This headset connects to your smartphone or other Bluetooth-enabled devices, allowing you to make and receive calls without holding your phone. It features voice control technology, meaning you can answer or reject calls, dial numbers, and even control music playback using just your voice. The headset boasts a comfortable and secure fit, with noise-cancelling technology to enhance call clarity. With the BlueAnt Bluetooth Voice Control Headset - V1, you can enjoy a convenient and safe communication experience while on the go."
49,37606,Netgear Prosafe 5 Port Gigabit Ethernet Desktop Switch - GS105NA,Netgear Prosafe 5 Port Gigabit Ethernet Desktop Switch - GS105NA/ Auto-Switching Ethernet Connection/ Supports Windows And Macintosh Platforms/ Dual Color LEDs/ AutoUplink Technology/ Compact Metal Case/ Fanless Design/ Plug-And-Play Installation,$55.00,"The Netgear Prosafe 5 Port Gigabit Ethernet Desktop Switch is a compact and efficient device that allows users to expand their home or small office network. With 5 high-speed ports, users can connect multiple devices such as computers, gaming consoles, and smart TVs to their network, enabling seamless internet connectivity without any lag or interruptions. This switch is designed to provide lightning-fast gigabit speeds, ensuring the smooth transmission of data between devices. Easy to set up and use, the Netgear Prosafe switch is an affordable solution for improving network performance and enhancing the overall online experience."
50,37623,Jabra Bluetooth Headset - BT2070,"Jabra Bluetooth Headset - BT2070/ Up To 5.5 Hours Talk Time/ Up To 200 Hours Standby Time/ Earhook Included/ Bluetooth 2.0+ EDR & eSCO Technology/ Auto-Pairing/ Discreet Light/ Answer/End, Redial And Voice Dial Features/ USB Micro-B, 5-Pin Charging Plug",$49.00,"The Jabra Bluetooth Headset - BT2070 is a wireless device that allows you to make hands-free phone calls and listen to music without the hassle of tangled wires. With its sleek design and comfortable fit, you can enjoy crystal-clear audio and easily control your calls and music with its user-friendly buttons. The headset effortlessly pairs with your smartphone or any other Bluetooth-enabled device, offering a wireless range of up to 30 feet. Whether you're on the go or at home, the Jabra Bluetooth Headset - BT2070 provides a convenient and hassle-free way to stay connected."
51,37646,Canon Printer Black Ink Cartridge - CLI221BLK,"Canon Printer Black Ink Cartridge - CLI221BLK/ FINE Technology For Exceptional Sharpness And Detail/ Compatible With PIXMA iP3600, PIXMA iP4600, PIXMA MP620 And PIXMA MP980",,"The Canon Printer Black Ink Cartridge - CLI221BLK is a high-quality ink cartridge designed for Canon printers. This cartridge provides rich and vibrant black ink that produces clear and sharp prints. It is easy to install and replace, ensuring hassle-free usage. The CLI221BLK cartridge is long-lasting and reliable, allowing for a large number of prints before needing to be replaced. With this ink cartridge, you can enjoy professional-quality prints that are both smudge and fade resistant, making it perfect for all your printing needs."
52,37648,Canon Printer Gray Ink Cartridge - CLI221GRY,"Canon Printer Gray Ink Cartridge - CLI221GRY/ FINE Technology For Exceptional Sharpness And Detail/ Compatible With PIXMA iP3600, PIXMA iP4600, PIXMA MP620 And PIXMA MP980",,"The Canon Printer Gray Ink Cartridge - CLI221GRY is a high-quality ink cartridge specifically designed for Canon printers. With its sleek gray color, this cartridge is a perfect choice for printing documents and photos with grayscale tones. It delivers reliable and sharp printing results, ensuring that your prints have accurate and vibrant gray colors. Easy to install and compatible with a wide range of Canon printers, this ink cartridge guarantees professional-looking prints that will impress both at home and in the office."
53,37650,Canon Printer Yellow Ink Cartridge - CLI221YEL,"Canon Printer Yellow Ink Cartridge - CLI221YEL/ FINE Technology For Exceptional Sharpness And Detail/ Compatible With PIXMA iP3600, PIXMA iP4600, PIXMA MP620 And PIXMA MP980",,"The Canon Printer Yellow Ink Cartridge CLI221YEL is a high-quality and reliable ink cartridge specifically designed for Canon printers. This cartridge is dedicated to printing vivid and vibrant yellow colors, ensuring that your documents and photos come out with crisp and lifelike images. Its easy installation process and long-lasting performance make it an ideal choice for both home and office use. With the Canon Printer Yellow Ink Cartridge CLI221YEL, you can expect consistent and professional-looking prints every time."
54,37652,Canon Printer Ink Cartridge 4 Colors Pack - 2946B004,"Canon Printer Ink Cartridge 4 Colors Pack - 2946B004/ FINE Technology For Exceptional Sharpness And Detail/ Compatible With PIXMA iP3600, PIXMA iP4600, PIXMA MP620 And PIXMA MP980/ Includes 4 Ink Tanks (Black, Cyan, Magenta, Yellow)",$47.00,"The Canon Printer Ink Cartridge 4 Colors Pack (2946B004) is a convenient and cost-effective solution for all your printing needs. This pack includes four high-quality ink cartridges in cyan, magenta, yellow, and black, providing vibrant and accurate colors to your prints. Whether you're printing documents, photos, or graphics, these cartridges ensure consistent performance and reliable results every time. Designed specifically for Canon printers, they are easy to install and replace, minimizing downtime and maximizing productivity. With this pack, you'll have all the necessary ink colors in one package, making it perfect for both home and office use."
55,37686,Canon PIXMA Photo All-In-One Printer - MP480,"Canon PIXMA Photo All-In-One Printer - MP480/ High Performance Printer, Copier And Scanner/ 1.8' TFT Display/ Maximum 2400 x 4800 Color Dpi/ Smart Scanning/ Quick Start/ Built-In Media Card Slot/ ENERGY STAR Qualified",$99.00,"The Canon PIXMA Photo All-In-One Printer - MP480 is a versatile and user-friendly printer that allows you to effortlessly print your favorite photos and documents at home. With its high-quality printing capabilities, you can expect vibrant and sharp images, whether you're printing family photos or professional documents. Its compact design makes it easy to fit in any space, and the All-In-One feature allows you to not only print but also scan and copy with ease. The printer is compatible with various devices, including smartphones and tablets, so you can effortlessly print from any device without any hassle. With the Canon PIXMA MP480, you can bring your memories to life and easily handle all your printing needs from the comfort of your own home."
56,37716,Sanus 30' - 58' VisionMount Flat Panel TV Black Tilting Wall Mount - LT25B1,Sanus 30' - 58' VisionMount Flat Panel TV Black Tilting Wall Mount - LT25B1/ Lateral Shift Adjustment/ Virtual Axis/ Height and Level Adjustments/ ClickStand/ ClickFit System/ Open Wall Plate/ Black Finish,$199.00,"The Sanus 30' - 58' VisionMount Flat Panel TV Black Tilting Wall Mount - LT25B1 is a sleek and durable wall mount designed to securely hold and support flat panel TVs measuring between 30 and 58 inches in size. With the ability to tilt, it offers optimal viewing angles and reduces glare, ensuring a comfortable and immersive television watching experience. Its black finish adds a modern touch to any room, while its sturdy construction ensures the TV remains safely mounted on the wall. This wall mount is the perfect solution for those looking to maximize their viewing pleasure and save space in their living area."
57,37722,Apple iPod Nano Gray Armband - MB769GA,Apple iPod Nano Gray Armband - MB769GA/ Compatible With 4th Generation iPod Nano/ Has Space For The Nike + iPod Sport Kit Receiver/ Gray Finish,$29.00,"The Apple iPod Nano Gray Armband is a stylish and convenient accessory designed to securely hold your iPod Nano during workouts or on-the-go activities. Made from high-quality materials, it offers a comfortable fit around your upper arm, allowing you to listen to music or podcasts while keeping your hands free. The gray color adds a sleek and modern touch to your workout attire, and the armband provides easy access to your iPod's controls and touchscreen. Whether you're jogging, cycling, or simply running errands, this armband is the perfect companion to keep your iPod Nano safe and easily accessible."
58,37749,Samsung Black Blu-ray Disc Player - BDP2500,"Samsung Black Blu-ray Disc Player - BDP2500/ Full HD 1080p/ BD Live 2.0 Ready/ Netflix Instant Streaming Ready/ Ethernet And USB For Firmware Upgrades/ Dolby Digital Plus, Dolby Digital True-HD/ DTS-HD upgradable/ HDMI-CEC (Anynet+)/ USB 2.0/ Black Finish",,"The Samsung Black Blu-ray Disc Player - BDP2500 is a must-have for anyone who loves to watch movies at home in high definition. This sleek and stylish player not only plays Blu-ray discs, but also DVDs and CDs, making it a versatile addition to your entertainment lineup. With its impressive upscaling technology, it enhances the picture quality of your standard DVDs, giving you a more vibrant and lifelike viewing experience. It also features an HDMI output, allowing you to connect it to your HDTV for the best possible picture and sound. With its user-friendly interface and intuitive navigation, you can easily access your favorite movies and shows with just a few clicks. With the Samsung Black Blu-ray Disc Player - BDP2500, you can take your home entertainment to the next level."
59,37767,Kensington Combosaver Ultra Combination Notebook Lock - K64516US - K64516US,Kensington Combosaver Ultra Combination Notebook Lock - K64516US/   Steel Composite Cable With Carbon Tempered Steel Core/ Built-In Defense System/ T-Bar Lock/ Easy To Install,$39.00,"The Kensington Combosaver Ultra Combination Notebook Lock (K64516US) is a reliable and user-friendly security solution designed to safeguard your laptop or notebook. With its combination lock, you can set a personalized code to protect your device from theft. This lock is constructed with durable materials, ensuring that it withstands any attempted tampering or forced break-ins. The slim and compact design allows for easy transportation and storage, making it convenient for people on the go. The Kensington Combosaver Ultra is an essential accessory for anyone looking to enhance the security of their valuable laptop."
60,37796,Escort Passport 9500IX Radar Detector - 9500IX,Escort Passport 9500IX Radar Detector - 9500IX/ Pre-Loaded With Thousands Of Saftey Camera Locations/ 360 Degree Radar & Laser Protection/ Completely Undetectable To All Detector Scanners/ Variable-Speed Radar Performance/ GPS-Powered Truelock Filter/ AutoLearn Feature/ Speed Alert/ Crystal-Clear Voice Alerts/ 80 LED Matrix Blue Display/ 5 Levels Of Brightness Control/ Black Finish,$503.95,"The Escort Passport 9500IX Radar Detector is a high-tech device designed to help drivers avoid speeding tickets. It uses advanced radar detection technology to alert users of police radar, laser guns, and speed traps in real-time. The device offers long-range detection capabilities, ensuring users have enough time to slow down and avoid getting caught by law enforcement. It also comes with GPS functionality, allowing it to memorize and block false alerts from automatic door openers and other common sources of signals. The Passport 9500IX is easy to use with its simple interface and clear display. It provides peace of mind to drivers by offering reliable and accurate detection of speed enforcement systems, helping them drive safely and avoid expensive fines."
61,37803,Logitech White V470 Cordless Laser Mouse For Apple Notebooks - 910000692,Logitech White V470 Cordless Laser Mouse For Apple Notebooks - 910000692/ Laser Precision/ Side-To-Side Scrolling Plus Zoom/ Bluetooth Wireless Technology/ Protective Pouch/ Battery Life Indicator/ White Finish,$49.00,"The Logitech White V470 Cordless Laser Mouse for Apple Notebooks is a stylish and convenient device designed for Apple users who want to enhance their productivity and comfort while using their laptops. This mouse features a sleek white design that complements the aesthetics of Apple notebooks and offers cordless freedom for hassle-free use. With its advanced laser tracking, it delivers precise and smooth cursor control on various surfaces. The V470 also allows for seamless scrolling and zooming, making it ideal for tasks that require precision and accuracy. It is incredibly easy to set up, connecting to your MacBook or MacBook Pro seamlessly through Bluetooth. Additionally, it offers a long battery life and an on/off switch, ensuring that it is always ready to use whenever you need it. Whether you're working from home, on the go, or in the office, the Logitech White V470 Cordless Laser Mouse is a reliable and stylish accessory that will enhance your overall computing experience."
62,37805,Samsung S3 Black Multimedia Player - YPS3JAB,Samsung S3 Black Multimedia Player - YPS3JAB/ 4 GB Internal Flash Memory/ 1.8' TFT LCD Display/ Touch-Sensitive LED Controls/ Multi-Formats Support/ DNSe 2.0 Sound Engine/ FM Tuner And Recorder With Presets/ Up To 25 Hours Audio Playback/ Up To 4 Hours Video Playback/ Black Finish,,"The Samsung S3 Black Multimedia Player, also known as YPS3JAB, is the ultimate portable entertainment device for music and video lovers. Sleek and stylish, this multimedia player allows you to take your favorite tunes and movies on-the-go. With its vibrant display, you can enjoy high-quality visuals, while the user-friendly interface makes navigation a breeze. The S3 Black offers ample storage space to store thousands of songs and hours of video content. Additionally, it features Bluetooth connectivity, allowing you to connect wireless headphones or speakers for a seamless audio experience. Whether you're commuting, working out, or simply relaxing, the Samsung S3 Black Multimedia Player is perfect for all your entertainment needs."
63,37807,Logitech Black V450 Nano Cordless Laser Mouse For Notebooks - 910000619,Logitech Black V450 Nano Cordless Laser Mouse For Notebooks - 910000619/ Laser Precision/ Side-To-Side Scrolling Plus Zoom/ Advanced 2.4 GHz Wireless Connection/ Storable Nano Reciever/ 12 Months Battery Life With Indicator Light/ Black Finish,$49.00,"The Logitech Black V450 Nano Cordless Laser Mouse is a compact and portable device designed specifically for use with notebooks. Its sleek black design, wireless capabilities, and laser technology make it an excellent choice for anyone who needs precise and reliable cursor control on the go. With its nano receiver, users can easily connect the mouse to their laptop without any hassle. The V450 Nano offers smooth scrolling and responsive tracking, ensuring a comfortable and efficient user experience. Whether you're working, browsing the web, or gaming, this mouse provides a convenient and high-performance solution for all your notebook needs."
64,37808,Logitech Black V220 Cordless Optical Mouse For Notebooks - 910000153,Logitech Black V220 Cordless Optical Mouse For Notebooks - 910000153/ Ergonomic Design With Soft Rubber Grips/ Extended Battery Life/ Mini-Receiver Snaps Onto Mouse Turning It Off/ High-Definition Optical Technology/ Side-To-Side Plus Zoom/ Black Finish,$29.00,"The Logitech Black V220 Cordless Optical Mouse is a convenient and compact solution for notebook users who need a reliable and comfortable mouse. It ensures a hassle-free experience with its cordless design, eliminating tangled wires. The optical tracking technology provides precise cursor control, and its ergonomic shape fits comfortably in the hand. With its long battery life and easy plug-and-play setup, this mouse is a perfect companion for anyone looking to enhance their notebook's functionality."
65,37810,Sony VAIO LV Series Silver All-In-One Desktop Computer - VGCLV140J,Sony VAIO LV Series Silver All-In-One Desktop Computer - VGCLV140J/ 2.53GHz Intel Core 2 Duo E7200 Processor/ 4GB Memory/ Built-In 1.3 MP MOTION EYE Camera And Microphone/ 320GB Serial ATA Hard Drive/ 24' XBRITE-Full HD LCD/ Integrated Stereo A2DP Bluetooth Technology/ Two Built-In 5.5 Watt Stereo Speakers/ Microsoft Windows Vista Home Premium 64-Bit/ Silver Finish,,"The Sony VAIO LV Series Silver All-In-One Desktop Computer (model VGCLV140J) offers a sleek and convenient solution for all your computing needs. This stylish all-in-one computer features a beautiful silver design that will complement any home or office space. With its built-in 24-inch monitor, powerful Intel Core processor, and generous storage space, it allows you to enjoy fast and efficient performance for various tasks, such as web browsing, media streaming, and productivity applications. The computer also includes an integrated webcam and microphone, making it perfect for video conferencing and online communication. Additionally, it comes with a wireless keyboard and mouse for a clutter-free workspace. Whether you're a student, professional, or casual user, the Sony VAIO LV Series All-In-One Desktop Computer offers a perfect balance of style, performance, and convenience."
66,37811,Sony VAIO LV Series Silver All-In-One Desktop Computer - VGCLV150J,Sony VAIO LV Series Silver All-In-One Desktop Computer - VGCLV150J/ 2.53GHz Intel Core 2 Duo E7200 Processor/ 4GB Memory/ Built-In 1.3 MP MOTION EYE Camera And Microphone/ 500GB Serial ATA Hard Drive/ 24' XBRITE-Full HD LCD/ Integrated Stereo A2DP Bluetooth Technology/ Two Built-In 5.5 Watt Stereo Speakers/ Microsoft Windows Vista Home Premium 64-Bit/ Silver Finish,"$1,899.00","The Sony VAIO LV Series Silver All-In-One Desktop Computer - VGCLV150J is a sleek and compact desktop computer that offers a versatile and convenient computing experience. Its all-in-one design combines the computer tower, monitor, and speakers into one unit, saving space on your desk. It features a 20.1-inch screen with vibrant colors and sharp resolution, perfect for watching movies, browsing the internet, or editing photos and videos. With its powerful Intel Core processor and ample storage space, you can expect smooth and efficient performance for your everyday computing tasks. The VAIO LV Series also comes with a full-size keyboard and mouse for comfortable typing and easy navigation. Its silver finish adds a touch of elegance to any workspace."
67,37812,Sony VAIO RT Series Black All-In-One Desktop Computer - VGCRT150Y,Sony VAIO RT Series Black All-In-One Desktop Computer - VGCRT150Y/ 2.66GHz Intel Core 2 Quad Q9400 Processor/ 8GB Memory/ Built-In CompactFlash Media Slot/ 1TB Serial ATA Hard Drive/ 25.5' XBRITE-Full HD LCD/ Integrated Stereo A2DP Bluetooth Technology/ 6MB L2 Cache/ Microsoft Windows Vista Ultimate 64-Bit/ Black Finish,"$3,999.00","The Sony VAIO RT Series Black All-In-One Desktop Computer - VGCRT150Y is a sleek and powerful computer designed for consumers looking for a high-performance desktop solution. Its all-in-one design means that the computer and monitor are combined into a single unit, saving space and providing a seamless and clutter-free setup. With a stunning black finish, the VAIO RT Series is not only aesthetically pleasing but also packed with features. It boasts a large and vibrant display, perfect for both work and entertainment purposes. The computer is equipped with a powerful processor and ample storage, ensuring smooth multitasking and speedy performance. Additionally, it comes with a built-in DVD drive, offering the convenience of watching movies or burning discs. Overall, the Sony VAIO RT Series Black All-In-One Desktop Computer is an excellent choice for consumers seeking a sleek and reliable desktop solution that combines style, power, and functionality."
68,37825,Logitech MX Air Rechargeable Cordless Air Mouse - 931633,Logitech MX Air Rechargeable Cordless Air Mouse - 931633/ Laser-Precise Tracking And Instant Response/ Freespace Motion Sensing/ Scroll Panel/ Easy Control Of PC-Based Entertainment/ Gesture Controls/ Li-Ion Battery/ 2.4 GHz Wireless/ Black Finish,$149.00,"The Logitech MX Air Rechargeable Cordless Air Mouse is an innovative and versatile device that allows you to navigate and control your computer or media center from anywhere in the room. With its unique motion-sensitive technology, you can simply point, gesture, and click in mid-air to effortlessly control your cursor and select items on the screen. Its rechargeable battery provides long-lasting usage, and the cordless design ensures freedom of movement. This user-friendly and ergonomic mouse is perfect for those who want a more immersive and intuitive computing experience."
69,37856,Canon Black Leather Case - 3528B001,Canon PSC-4000 Black Leather Case - 3528B001/ Genuine Leather Case/ Designed For The PowerShot SX10 IS/ Black Finish,,"The Canon Black Leather Case - 3528B001 is a stylish and durable protective case designed specifically for Canon cameras. Made from high-quality leather, this case offers optimal protection against scratches, dust, and minor impacts, ensuring the longevity of your camera. It features a snug fit, allowing you to securely transport your camera while on the go. The sleek black design adds a touch of elegance, making it a fashionable accessory for any photographer. Additionally, the case provides easy access to all camera functions and comes with a convenient belt loop for hands-free carrying. Ultimately, the Canon Black Leather Case - 3528B001 is a must-have accessory that combines functionality, style, and protection for your treasured camera."
70,37859,Denon Black Blu-ray Disc DVD-CD Player - DVD1800BD,Denon Black Blu-ray Disc DVD-CD Player - DVD1800BD/ 1080p High Resolution Via HDMI/ Dolby TrueHD/ Dolby Digital Plus/ DTS-HD Master Audio/ Digital Noise Reduction/ Remote Control/ Black Finish,,"The Denon Black Blu-ray Disc DVD-CD Player is a high-quality home entertainment device that allows you to enjoy an immersive movie-watching experience. With its sleek design and compact size, it seamlessly fits into any entertainment setup. This player supports Blu-ray discs, DVDs, and CDs, offering crisp and vibrant visuals with stunning clarity. The user-friendly interface and multiple connectivity options make it easy to connect to your TV and other devices. Additionally, its advanced features such as Dolby TrueHD and DTS-HD Master Audio ensure a superior sound quality, enhancing your movie-watching experience to the next level."
71,37872,Apple MacBook 2.4GHz Intel Core 2 Duo Silver Notebook Computer - MB467LLA,Apple MacBook 2.4GHz Intel Core 2 Duo Silver Notebook Computer - MB467LLA/ 2.4GHz Intel Core 2 Duo Processor/ 250GB 5400-RPM Serial ATA Hard Drive/ 13' LED-Backlit Glossy Widescreen Display/ Built-In iSight Camera/ Built-In AirPort Extreme Wi-Fi And Bluetooth/ NVIDIA GeForce 9400M Graphics Processor/ Extended Desktop And Video Mirroring/ Multi-Touch Trackpad/ 60W MagSafe Power Adapter/ Mini DisplayPort/ Mac OS X v10.5 Leopard/ Silver Finish,"$1,599.00","The Apple MacBook is a sleek and powerful notebook computer that combines style and performance. With a 2.4GHz Intel Core 2 Duo processor, this silver laptop delivers remarkable speed and efficiency for everyday tasks, whether it's browsing the web, streaming videos, or editing documents. Its compact size and lightweight design make it portable and easy to carry around. The MacBook also boasts a vibrant display, offering crisp visuals and vivid colors for an immersive viewing experience. It comes equipped with a range of features, including a built-in webcam, spacious storage, and a long-lasting battery life, ensuring productivity and entertainment on the go. With its elegant design, reliable performance, and seamless integration with Apple's ecosystem, the MacBook is an excellent choice for consumers seeking a premium and reliable laptop."
72,37877,Apple MacBook Pro 2.4GHz Intel Core 2 Duo Silver Notebook Computer - MB470LLA,Apple MacBook Pro 2.4GHz Intel Core 2 Duo Silver Notebook Computer - MB470LLA/ 2.4GHz Intel Core 2 Duo Processor/ 250GB 5400-RPM Serial ATA Hard Drive/ 15.4' LED-Backlit Glossy Widescreen Display/ Built-In iSight Camera/ Built-In AirPort Extreme Wi-Fi And Bluetooth/ NVIDIA GeForce 9600M GT Graphics Processor/ Dual Display And Video Mirroring/ Multi-Touch Trackpad/ 85W MagSafe Power Adapter/ Mini DisplayPort/ Mac OS X v10.5 Leopard/ Silver Finish,"$1,999.00","The Apple MacBook Pro 2.4GHz Intel Core 2 Duo Silver Notebook Computer (MB470LLA) is a sleek and powerful laptop that offers exceptional performance and advanced features for users in need of reliable computing. With a 2.4GHz Intel Core 2 Duo processor, this MacBook Pro ensures fast and efficient multitasking, allowing users to effortlessly navigate between applications and complete tasks with ease. The silver metallic design adds a touch of elegance to the laptop, while the high-resolution display delivers crisp and vibrant visuals. Equipped with ample storage space and advanced connectivity options, including Wi-Fi and Bluetooth, this MacBook Pro is perfect for those who require a portable device that can handle both work and entertainment needs."
73,37878,Apple MacBook Pro 2.53GHz Intel Core 2 Duo Silver Notebook Computer - MB471LLA,Apple MacBook Pro 2.53GHz Intel Core 2 Duo Silver Notebook Computer - MB471LLA/ 2.53GHz Intel Core 2 Duo Processor/ 320GB 5400-RPM Serial ATA Hard Drive/ 15.4' LED-Backlit Glossy Widescreen Display/ Built-In iSight Camera/ Built-In AirPort Extreme Wi-Fi And Bluetooth/ NVIDIA GeForce 9600M GT Graphics Processor/ Dual Display And Video Mirroring/ Multi-Touch Trackpad/ 85W MagSafe Power Adapter/ Mini DisplayPort/ Mac OS X v10.5 Leopard/ Silver Finish,"$2,499.00","The Apple MacBook Pro is a high-performance notebook computer that combines sleek design with powerful functionality. With a 2.53GHz Intel Core 2 Duo processor, this silver laptop delivers fast and efficient performance for all your tasks. The MacBook Pro boasts a spacious hard drive, providing ample storage for your files, photos, and videos. Its bright and vibrant display offers stunning visuals, whether you're working on documents, editing photos or watching movies. The MacBook Pro also features a range of convenient features, including a built-in webcam, multiple USB ports, and an optical drive for playing CDs and DVDs. With its stylish and durable construction, the Apple MacBook Pro is a reliable and versatile device for both work and entertainment."
